"ABRE";"DENOMINATIONS.SANS.AUTEUR";"FAMILLE";"GENRE";"ESPECE";"CodeValid";"CodeValidAnormale"
"PCMS";"Pantocsekiella comensis";"CE";"PANTOCSEKIELLA";"Pantocsekiella comensis";"PCMS";"PCMS"
"PCOS";"Pantocsekiella costei";"CE";"PANTOCSEKIELLA";"Pantocsekiella costei";"PCOS";"PCOS"
"PCRT";"Pantocsekiella cretica";"CE";"PANTOCSEKIELLA";"Pantocsekiella cretica";"PCRT";"PCRT"
"PADE";"Pantocsekiella delicatula";"CE";"PANTOCSEKIELLA";"Pantocsekiella delicatula";"PADE";"PADE"
"PELY";"Pantocsekiella elymaea";"CE";"PANTOCSEKIELLA";"Pantocsekiella elymaea";"PELY";"PELY"
"PGOD";"Pantocsekiella gordonensis";"CE";"PANTOCSEKIELLA";"Pantocsekiella gordonensis";"PGOD";"PGOD"
"PKGR";"Pantocsekiella gracilis";"CE";"PANTOCSEKIELLA";"Pantocsekiella gracilis";"PKGR";"PKGR"
"PGNU";"Pantocsekiella granulata";"CE";"PANTOCSEKIELLA";"Pantocsekiella granulata";"PGNU";"PGNU"
"PHIZ";"Pantocsekiella Hinziae";"CE";"PANTOCSEKIELLA";"Pantocsekiella Hinziae";"PHIZ";"PHIZ"
"PHIS";"Pantocsekiella hispanica";"CE";"PANTOCSEKIELLA";"Pantocsekiella hispanica";"PHIS";"PHIS"
"PHOR";"Pantocsekiella horstii";"CE";"PANTOCSEKIELLA";"Pantocsekiella horstii ";"PHOR";"PHOR"
"PIDI";"Pantocsekiella indistincta";"CE";"PANTOCSEKIELLA";"Pantocsekiella indistincta";"PIDI";"PIDI"
"PIRA";"Pantocsekiella iranica";"CE";"PANTOCSEKIELLA";"Pantocsekiella iranica";"PIRA";"PIRA"
"PKTZ";"Pantocsekiella kuetzingiana";"CE";"PANTOCSEKIELLA";"Pantocsekiella kuetzingiana";"PKTZ";"PKTZ"
"PMEL";"Pantocsekiella melnikiae";"CE";"PANTOCSEKIELLA";"Pantocsekiella melnikiae";"PMEL";"PMEL"
"PMNU";"Pantocsekiella minuscula";"CE";"PANTOCSEKIELLA";"Pantocsekiella minuscula";"PMNU";"PMNU"
"PNAC";"Pantocsekiella narochanica";"CE";"PANTOCSEKIELLA";"Pantocsekiella narochanica";"PNAC";"PNAC"
"PNTA";"Pantocsekiella notata";"CE";"PANTOCSEKIELLA";"Pantocsekiella notata ";"PNTA";"PNTA"
"POCL";"Pantocsekiella ocellata";"CE";"PANTOCSEKIELLA";"Pantocsekiella ocellata";"POCL";"POCL"
"PPOC";"Pantocsekiella paleo–ocellata";"CE";"PANTOCSEKIELLA";"Pantocsekiella paleo–ocellata";"PPOC";"PPOC"
"PKPA";"Pantocsekiella palustris";"CE";"PANTOCSEKIELLA";"Pantocsekiella palustris";"PKPA";"PKPA"
"PPAO";"Pantocsekiella paraocellata";"CE";"PANTOCSEKIELLA";"Pantocsekiella paraocellata ";"PPAO";"PPAO"
"PKPO";"Pantocsekiella polymorpha";"CE";"PANTOCSEKIELLA";"Pantocsekiella polymorpha";"PKPO";"PKPO"
"PKPR";"Pantocsekiella prespanensis";"CE";"PANTOCSEKIELLA";"Pantocsekiella prespanensis";"PKPR";"PKPR"
"PPCS";"Pantocsekiella pseudocomensis";"CE";"PANTOCSEKIELLA";"Pantocsekiella pseudocomensis";"PPCS";"PPCS"
"PREZ";"Pantocsekiella reczickiae";"CE";"PANTOCSEKIELLA";"Pantocsekiella reczickiae ";"PREZ";"PREZ"
"PRDV";"Pantocsekiella reczickiae var. diversa";"CE";"PANTOCSEKIELLA";"Pantocsekiella reczickiae";"PRDV";"PRDV"
"PRSI";"Pantocsekiella rossii";"CE";"PANTOCSEKIELLA";"Pantocsekiella rossii";"PRSI";"PRSI"
"PSHM";"Pantocsekiella schumannii";"CE";"PANTOCSEKIELLA";"Pantocsekiella schumannii";"PSHM";"PSHM"
"PSNK";"Pantocsekiella strelnikovae";"CE";"PANTOCSEKIELLA";"Pantocsekiella strelnikovae";"PSNK";"PSNK"
"PTND";"Pantocsekiella trichonidea";"CE";"PANTOCSEKIELLA";"Pantocsekiella trichonidea";"PTND";"PTND"
"PTPT";"Pantocsekiella tripartita";"CE";"PANTOCSEKIELLA";"Pantocsekiella tripartita";"PTPT";"PTPT"
"PWUE";"Pantocsekiella wuethrichiana";"CE";"PANTOCSEKIELLA";"Pantocsekiella wuethrichiana";"PWUE";"PWUE"
"PPEL";"Papiliocellulus elegans";"CE";"PAPILIOCELLULUS";"Papiliocellulus elegans";"PPEL";"PPEL"
"PPSI";"Papiliocellulus simplex";"CE";"PAPILIOCELLULUS";"Papiliocellulus simplex";"PPSI";"PPSI"
"PCPT";"Paralia capitata";"CE";"PARALIA";"Paralia capitata";"PCPT";"PCPT"
"PCCT";"Paralia concentrica";"CE";"PARALIA";"Paralia concentrica";"ANUO";"ANUO"
"PCNL";"Paralia crenulata";"CE";"PARALIA";"Paralia crenulata";"PCNL";"PCNL"
"PELI";"Paralia elliptica";"CE";"PARALIA";"Paralia elliptica";"PELI";"PELI"
"PFAU";"Paralia fausta";"CE";"PARALIA";"Paralia fausta";"PFAU";"PFAU"
"PFEN";"Paralia fenestrata";"CE";"PARALIA";"Paralia fenestrata";"PFEN";"PFEN"
"PGUY";"Paralia guyana";"CE";"PARALIA";"Paralia guyana";"PGUY";"PGUY"
"PAHE";"Paralia hendeyi";"CE";"PARALIA";"Paralia hendeyi";"PAHE";"PAHE"
"PLOG";"Paralia longispina";"CE";"PARALIA";"Paralia longispina";"PLOG";"PLOG"
"PAMR";"Paralia marina";"CE";"PARALIA";"Paralia marina";"PAMR";"PAMR"
"PAOA";"Paralia oamaruensis";"CE";"PARALIA";"Paralia oamaruensis";"BOAM";"BOAM"
"PAOB";"Paralia obscura";"CE";"PARALIA";"Paralia obscura";"PAOB";"PAOB"
"PRSS";"Paralia rossica";"CE";"PARALIA";"Paralia rossica";"ANRU";"ANRU"
"PRUS";"Paralia russica";"CE";"PARALIA";"Paralia russica";"ANRU";"ANRU"
"PASI";"Paralia siberica";"CE";"PARALIA";"Paralia siberica";"PASI";"PASI"
"PSLA";"Paralia siberica var. laevis";"CE";"PARALIA";"Paralia siberica";"PASI";"PASI"
"PSOL";"Paralia sol";"CE";"PARALIA";"Paralia sol";"ELSO";"ELSO"
"PASM";"Paralia sol var. marginalis";"CE";"PARALIA";"Paralia sol";"PASM";"PASM"
"PARS";"Paralia sp.";"CE";"PARALIA";"Paralia sp.";"CCST";"CCST"
"PSUL";"Paralia sulcata";"CE";"PARALIA";"Paralia sulcata";"PSUL";"PSUL"
"PSSI";"Paralia sulcata var. siberica";"CE";"PARALIA";"Paralia sulcata";"PASI";"PASI"
"PTHY";"Paralia thybergii";"CE";"PARALIA";"Paralia thybergii";"PTHY";"PTHY"
"PVRN";"Paralia varennarum";"CE";"PARALIA";"Paralia varennarum";"PVRN";"PVRN"
"PPBA";"Paraplaconeis baikalensis";"NA";"PARAPLACONEIS";"Paraplaconeis baikalensis";"PPBA";"PPBA"
"PPCP";"Paraplaconeis compositestriata";"NA";"PARAPLACONEIS";"Paraplaconeis compositestriata";"PPCP";"PPCP"
"PCRA";"Paraplaconeis cracoviensis";"NA";"PARAPLACONEIS";"Paraplaconeis cracoviensis";"PCRA";"PCRA"
"PLGO";"Paraplaconeis graciosa";"NA";"PARAPLACONEIS";"Paraplaconeis graciosa";"PLGO";"PLGO"
"PKOR";"Paraplaconeis kornevae";"NA";"PARAPLACONEIS";"Paraplaconeis kornevae";"PKOR";"PKOR"
"PPMD";"Paraplaconeis macedonica";"NA";"PARAPLACONEIS";"Paraplaconeis macedonica";"PPMD";"PPMD"
"PPMU";"Paraplaconeis maculata";"NA";"PARAPLACONEIS";"Paraplaconeis maculata";"PPMU";"PPMU"
"PPOH";"Paraplaconeis ohridana";"NA";"PARAPLACONEIS";"Paraplaconeis ohridana";"PPOH";"PPOH"
"PPPL";"Paraplaconeis placentula";"NA";"PARAPLACONEIS";"Paraplaconeis placentula";"PPPL";"PPPL"
"PPMZ";"Paraplaconeis pomazkinae";"NA";"PARAPLACONEIS";"Paraplaconeis pomazkinae";"PPMZ";"PPMZ"
"PPPR";"Paraplaconeis prespanensis";"NA";"PARAPLACONEIS";"Paraplaconeis prespanensis";"PPPR";"PPPR"
"PSNN";"Paraplaconeis steninae";"NA";"PARAPLACONEIS";"Paraplaconeis steninae";"PSNN";"PSNN"
"PPSP";"Paraplaconeis subplacentula";"NA";"PARAPLACONEIS";"Paraplaconeis subplacentula";"PPSP";"PPSP"
"PZAN";"Paraszechenyia antiqua";"CE";"PARASZECHENYIA";"Paraszechenyia antiqua";"PZAN";"PZAN"
"PZCR";"Paraszechenyia crenulata";"CE";"PARASZECHENYIA";"Paraszechenyia crenulata";"PZCR";"PZCR"
"PZGR";"Paraszechenyia gracilis";"CE";"PARASZECHENYIA";"Paraszechenyia gracilis";"PZGR";"PZGR"
"PZOR";"Paraszechenyia ornata";"CE";"PARASZECHENYIA";"Paraszechenyia ornata";"PZOR";"PZOR"
"PADN";"Parlibellus adnatus";"NA";"PARLIBELLUS";"Parlibellus adnatus";"PADN";"PADN"
"PBEN";"Parlibellus bennikei";"NA";"PARLIBELLUS";"Parlibellus bennikei";"PBEN";"PBEN"
"PBER";"Parlibellus berkeleyi";"NA";"PARLIBELLUS";"Parlibellus berkeleyi";"PBER";"PBER"
"PBIB";"Parlibellus biblos";"NA";"PARLIBELLUS";"Parlibellus biblos";"PBIB";"PBIB"
"PCAL";"Parlibellus calvus";"NA";"PARLIBELLUS";"Parlibellus calvus";"PCAL";"PCAL"
"PCOX";"Parlibellus coxiae";"NA";"PARLIBELLUS";"Parlibellus coxiae";"PCOX";"PCOX"
"PCRC";"Parlibellus crucicula";"NA";"PARLIBELLUS";"Parlibellus crucicula";"PCRC";"PCRC"
"PCRL";"Parlibellus cruciculoides";"NA";"PARLIBELLUS";"Parlibellus cruciculoides";"PCRL";"PCRL"
"PDRM";"Parlibellus delognei var. remotiva";"NA";"PARLIBELLUS";"Parlibellus delognei";"PDRM";"PDRM"
"PDEL";"Parlibellus delognei";"NA";"PARLIBELLUS";"Parlibellus delognei";"PDEL";"PDEL"
"PDPB";"Parlibellus delognei var. pararhombica";"NA";"PARLIBELLUS";"Parlibellus delognei";"PDPB";"PDPB"
"PDEN";"Parlibellus densepunctatus";"NA";"PARLIBELLUS";"Parlibellus densepunctatus";"PDEN";"PDEN"
"PELL";"Parlibellus ellipticus";"NA";"PARLIBELLUS";"Parlibellus ellipticus";"PELL";"PELL"
"PGRE";"Parlibellus grevilleoides";"NA";"PARLIBELLUS";"Parlibellus grevilleoides";"PGRE";"PGRE"
"PHAG";"Parlibellus hagelsteinii";"NA";"PARLIBELLUS";"Parlibellus hagelsteinii";"PHAG";"PHAG"
"PHAM";"Parlibellus hamulifer";"NA";"PARLIBELLUS";"Parlibellus hamulifer";"PHAM";"PHAM"
"PHPL";"Parlibellus hamulifer var. plicata";"NA";"PARLIBELLUS";"Parlibellus hamulifer";"PHPL";"PHPL"
"PHAF";"Parlibellus harffiana";"NA";"PARLIBELLUS";"Parlibellus harffiana";"PHAF";"PHAF"
"PHEN";"Parlibellus hendeyi";"NA";"PARLIBELLUS";"Parlibellus hendeyi";"PHEN";"PHEN"
"PPDU";"Parlibellus panduriformis";"NA";"PARLIBELLUS";"Parlibellus panduriformis";"PPDU";"PPDU"
"PLBP";"Parlibellus perytii";"NA";"PARLIBELLUS";"Parlibellus perytii";"PLBP";"PLBP"
"PPHB";"Parlibellus phoebeae";"NA";"PARLIBELLUS";"Parlibellus phoebeae";"PPHB";"PPHB"
"PPLI";"Parlibellus plicatus";"NA";"PARLIBELLUS";"Parlibellus plicatus";"PPLI";"PPLI"
"PAPR";"Parlibellus protractoides";"NA";"PARLIBELLUS";"Parlibellus protractoides";"PPRD";"PPRD"
"PPRE";"Parlibellus protracta var. ellipticus";"NA";"PARLIBELLUS";"Parlibellus protracta";"PELL";"PELL"
"PPRO";"Parlibellus protractus";"NA";"PARLIBELLUS";"Parlibellus protractus";"PPRT";"PPRT"
"PPSB";"Parlibellus protractus var. subcapitatus";"NA";"PARLIBELLUS";"Parlibellus protractus";"PPSB";"PPSB"
"PRHL";"Parlibellus rhombicula";"NA";"PARLIBELLUS";"Parlibellus rhombicula";"PRHL";"PRHL"
"PRHO";"Parlibellus rhombicus";"NA";"PARLIBELLUS";"Parlibellus rhombicus";"PRHO";"PRHO"
"PRHF";"Parlibellus rhombiformis";"NA";"PARLIBELLUS";"Parlibellus rhombiformis";"PRHF";"PRHF"
"PSCH";"Parlibellus schuettii";"NA";"PARLIBELLUS";"Parlibellus schuettii";"PSCH";"PSCH"
"PLBS";"Parlibellus sp.";"NA";"PARLIBELLUS";"Parlibellus sp.";"CYCL";"CYCL"
"PTUB";"Parlibellus tubulosa";"NA";"PARLIBELLUS";"Parlibellus tubulosa";"PTUB";"PTUB"
"PVAL";"Parlibellus valens";"NA";"PARLIBELLUS";"Parlibellus valens";"PVAL";"PVAL"
"PWEI";"Parlibellus weissflogii";"NA";"PARLIBELLUS";"Parlibellus weissflogii";"PWEI";"PWEI"
"PTAE";"Pauliella taeniata";"MO";"PAULIELLA";"Pauliella taeniata";"PTAE";"PTAE"
"PFRI";"Pelagodictyon fritzii";"CE";"PELAGODICTYON";"Pelagodictyon fritzii";"PFRI";"PFRI"
"PEGS";"Pelagodictyon sp.";"CE";"PELAGODICTYON";"Pelagodictyon sp.";"CYMB";"CYMB"
"PSPI";"Pelagodictyon spinosum";"CE";"PELAGODICTYON";"Pelagodictyon spinosum";"PSPI";"PSPI"
"PGTE";"Pelagodictyon tenue";"CE";"PELAGODICTYON";"Pelagodictyon tenue";"PGTE";"PGTE"
"PENA";"Pennate diatom Diatomée pennée non identifiée";"YY";"PENNATE DIATOM";"Pennate diatom Diatomée pennée non identifiée";"PENA";"PENA"
"PBAB";"Peponia barbadensis";"CE";"PEPONIA";"Peponia barbadensis";"PBAB";"PBAB"
"PDCI";"Perideraion decipiens";"AR";"PERIDERAION";"Perideraion decipiens";"PDCI";"PDCI"
"PEEL";"Perideraion elongatum";"AR";"PERIDERAION";"Perideraion elongatum";"PEEL";"PEEL"
"PMOG";"Perideraion montgomeryi";"AR";"PERIDERAION";"Perideraion montgomeryi";"PMOG";"PMOG"
"PRDI";"Perinotia diamantina";"BR";"PERINOTIA";"Perinotia diamantina";"PRDI";"PRDI"
"PJAN";"Perinotia jankae";"BR";"PERINOTIA";"Perinotia jankae";"PJAN";"PJAN"
"PPTL";"Periptera petiolata";"CE";"PERIPTERA";"Periptera petiolata";"PPTL";"PPTL"
"PTLD";"Periptera tetracladia";"CE";"PERIPTERA";"Periptera tetracladia";"PTTT";"PTTT"
"PRPT";"Periptera tetracornusa";"CE";"PERIPTERA";"Periptera tetracornusa";"PTTC";"PTTC"
"PTNO";"Peripteropsis norwegica";"CE";"PERIPTEROPSIS";"Peripteropsis norwegica";"PTNO";"PTNO"
"PTTT";"Peripteropsis tetracladia";"CE";"PERIPTEROPSIS";"Peripteropsis tetracladia";"PTTT";"PTTT"
"PTTC";"Peripteropsis tetracornusa";"CE";"PERIPTEROPSIS";"Peripteropsis tetracornusa";"PTTC";"PTTC"
"PTTN";"Peripteropsis trinodis";"CE";"PERIPTEROPSIS";"Peripteropsis trinodis";"PTTN";"PTTN"
"PRNC";"Perissonoë cruciata";"AR";"PERISSONOË";"Perissonoë cruciata";"PRNC";"PRNC"
"PTGO";"Perissonoë trigona";"AR";"PERISSONOË";"Perissonoë trigona";"PTGO";"PTGO"
"PEBR";"Peronia brasiliensis";"BR";"PERONIA";"Peronia brasiliensis";"PEBR";"PEBR"
"PERI";"Peronia erinacea";"BR";"PERONIA";"Peronia erinacea";"PFIB";"PFIB"
"PFIB";"Peronia fibula";"BR";"PERONIA";"Peronia fibula";"PFIB";"PFIB"
"PFIT";"Peronia fibula f. anormale";"BR";"PERONIA";"Peronia fibula";"PFIT";"DEFO"
"PHER";"Peronia Héribaudii";"BR";"PERONIA";"Peronia Héribaudii";"PFIB";"PFIB"
"PERS";"Peronia sp.";"BR";"PERONIA";"Peronia sp.";"DENT";"DENT"
"PBRS";"Peroniopsis brasiliensis";"BR";"PERONIOPSIS";"Peroniopsis brasiliensis";"PEBR";"PEBR"
"PRPU";"Perrya pulcherrima";"NI";"PERRYA";"Perrya pulcherrima";"PRPU";"PRPU"
"PTTE";"Petitia temperei";"IS";"PETITIA";"Petitia temperei";"HTMP";"HTMP"
"PHTG";"Petrochiscus heterogonus";"CE";"PETROCHISCUS";"Petrochiscus heterogonus";"PHTG";"PHTG"
"PGEM";"Petrodictyon gemma";"SU";"PETRODICTYON";"Petrodictyon gemma";"PGEM";"PGEM"
"PPAT";"Petrodictyon patrimonii";"SU";"PETRODICTYON";"Petrodictyon patrimonii";"PPAT";"PPAT"
"PVOI";"Petrodictyon voigtii";"SU";"PETRODICTYON";"Petrodictyon voigtii";"PVOI";"PVOI"
"PGLA";"Petroneis glacialis";"NA";"PETRONEIS";"Petroneis glacialis";"PGLA";"PGLA"
"PTGR";"Petroneis granulata";"NA";"PETRONEIS";"Petroneis granulata";"PTGR";"PTGR"
"PHUM";"Petroneis humerosa";"NA";"PETRONEIS";"Petroneis humerosa";"PHUM";"PHUM"
"PHCO";"Petroneis humerosa var. constricta";"NA";"PETRONEIS";"Petroneis humerosa";"PHCO";"PHCO"
"PHMN";"Petroneis humerosa var. minor";"NA";"PETRONEIS";"Petroneis humerosa";"PHMN";"PHMN"
"PLTS";"Petroneis latissima";"NA";"PETRONEIS";"Petroneis latissima";"PLTS";"PLTS"
"PEMA";"Petroneis marina";"NA";"PETRONEIS";"Petroneis marina";"PEMA";"PEMA"
"PMNI";"Petroneis monilifera";"NA";"PETRONEIS";"Petroneis monilifera";"PMNI";"PMNI"
"PPGT";"Petroneis plagiostoma";"NA";"PETRONEIS";"Petroneis plagiostoma";"PPGT";"PPGT"
"PEPU";"Petroneis punctigera";"NA";"PETRONEIS";"Petroneis punctigera";"PEPU";"PEPU"
"PETS";"Petroneis sp.";"NA";"PETRONEIS";"Petroneis sp.";"DIAM";"DIAM"
"PSFU";"Petroneis subdiffusa";"NA";"PETRONEIS";"Petroneis subdiffusa";"PSFU";"PSFU"
"PTXI";"Petroneis xi";"NA";"PETRONEIS";"Petroneis xi";"PTXI";"PTXI"
"PLIZ";"Petroplacus lizae";"NA";"PETROPLACUS";"Petroplacus lizae ";"PLIZ";"PLIZ"
"PTEC";"Petroplacus tectum";"NA";"PETROPLACUS";"Petroplacus tectum";"PTEC";"PTEC"
"PHTC";"Phaeodactylum (Phaeodactylon)";"NA";"PHAEODACTYLUM";"Phaeodactylum (Phaeodactylon)";"PHTC";"PHTC"
"PCCA";"Pierrecomperia catenuloides";"CE";"PIERRECOMPERIA";"Pierrecomperia catenuloides";"PCCA";"PCCA"
"PABL";"Pinnularia abaujensis var. lacustris";"NA";"PINNULARIA";"Pinnularia abaujensis";"PABL";"PABL"
"PAJL";"Pinnularia abaujensis var. linearis";"NA";"PINNULARIA";"Pinnularia abaujensis";"PSGI";"PSGI"
"PAJR";"Pinnularia abaujensis var. rostrata";"NA";"PINNULARIA";"Pinnularia abaujensis";"PAJR";"PAJR"
"PAJS";"Pinnularia abaujensis var. subundulata";"NA";"PINNULARIA";"Pinnularia abaujensis";"PGIB";"PGIB"
"PABA";"Pinnularia abaujensis";"NA";"PINNULARIA";"Pinnularia abaujensis";"PGIB";"PGIB"
"PABB";"Pinnularia abbreviata";"NA";"PINNULARIA";"Pinnularia abbreviata";"PABB";"PABB"
"PIAB";"Pinnularia absita";"NA";"PINNULARIA";"Pinnularia absita";"PIAB";"PIAB"
"PADC";"Pinnularia acidicola var. acidicola";"NA";"PINNULARIA";"Pinnularia acidicola";"PADC";"PADC"
"PAEL";"Pinnularia acidicola var. elongata";"NA";"PINNULARIA";"Pinnularia acidicola";"PAEL";"PAEL"
"PADB";"Pinnularia acidobionta";"NA";"PINNULARIA";"Pinnularia acidobionta";"PADB";"PADB"
"PACJ";"Pinnularia acidojaponica";"NA";"PINNULARIA";"Pinnularia acidojaponica";"PACJ";"PACJ"
"PACI";"Pinnularia acidophila";"NA";"PINNULARIA";"Pinnularia acidophila";"PACI";"PACI"
"PABT";"Pinnularia acidophila var. baetica";"NA";"PINNULARIA";"Pinnularia acidophila";"PABT";"PABT"
"PARI";"Pinnularia acorica";"NA";"PINNULARIA";"Pinnularia acorica";"PARI";"PARI"
"PACO";"Pinnularia acoricola var. acoricola";"NA";"PINNULARIA";"Pinnularia acoricola";"PACO";"PACO"
"PAAG";"Pinnularia acoricola var. amphigomphus";"NA";"PINNULARIA";"Pinnularia acoricola";"POSO";"POSO"
"PACF";"Pinnularia acoricola var. cuneiformis";"NA";"PINNULARIA";"Pinnularia acoricola";"POSO";"POSO"
"PALC";"Pinnularia acoricola var. lanceolata";"NA";"PINNULARIA";"Pinnularia acoricola";"PATO";"PATO"
"PAOR";"Pinnularia acoricola var. osoresanensis";"NA";"PINNULARIA";"Pinnularia acoricola";"POSO";"POSO"
"PART";"Pinnularia acoricola var. rostellata";"NA";"PINNULARIA";"Pinnularia acoricola";"PART";"PART"
"PACE";"Pinnularia acoricola var. elongatirhombica";"NA";"PINNULARIA";"Pinnularia acoricola";"PACE";"PACE"
"PALI";"Pinnularia acoricola var. linearis";"NA";"PINNULARIA";"Pinnularia acoricola";"PALI";"PALI"
"PAPM";"Pinnularia acoricola var. pumilio";"NA";"PINNULARIA";"Pinnularia acoricola";"PAPM";"PAPM"
"PATO";"Pinnularia acoricolatoba";"NA";"PINNULARIA";"Pinnularia acoricolatoba";"PATO";"PATO"
"PALH";"Pinnularia acrosphaeria var. laevis f. hankensis";"NA";"PINNULARIA";"Pinnularia acrosphaeria";"PALH";"PALH"
"PACR";"Pinnularia acrosphaeria var. acrosphaeria";"NA";"PINNULARIA";"Pinnularia acrosphaeria";"PACR";"PACR"
"PAUN";"Pinnularia acrosphaeria var. undulata";"NA";"PINNULARIA";"Pinnularia acrosphaeria";"PAUN";"PAUN"
"PACT";"Pinnularia acrosphaeria var. acrosphaeria f. anormale";"NA";"PINNULARIA";"Pinnularia acrosphaeria";"PACT";"DEFO"
"PAMX";"Pinnularia acrosphaeria f. maxima";"NA";"PINNULARIA";"Pinnularia acrosphaeria";"PASA";"PASA"
"PAIF";"Pinnularia acrosphaeria var. inflata";"NA";"PINNULARIA";"Pinnularia acrosphaeria";"PAIF";"PAIF"
"PAPA";"Pinnularia acrosphaeria var. parva";"NA";"PINNULARIA";"Pinnularia acrosphaeria";"PPRP";"PPRP"
"PASA";"Pinnularia acrosphaeria var. sandvicensis";"NA";"PINNULARIA";"Pinnularia acrosphaeria";"PASA";"PASA"
"PATU";"Pinnularia acrosphaeria var. tumidula";"NA";"PINNULARIA";"Pinnularia acrosphaeria";"PTMI";"PTMI"
"PATG";"Pinnularia acrosphaeria var. turgidula";"NA";"PINNULARIA";"Pinnularia acrosphaeria";"PTGL";"PTGL"
"PACG";"Pinnularia acuminata var. guyanensis";"NA";"PINNULARIA";"Pinnularia acuminata";"PACG";"PACG"
"PAIN";"Pinnularia acuminata f. interrupta";"NA";"PINNULARIA";"Pinnularia acuminata";"PHEM";"PHEM"
"PACU";"Pinnularia acuminata var. acuminata morphotype 1";"NA";"PINNULARIA";"Pinnularia acuminata";"PHEMs";"PHEMs"
"PAAD";"Pinnularia acuminata var. acuminata morphotype 2";"NA";"PINNULARIA";"Pinnularia acuminata";"PHEMs";"PHEMs"
"PACA";"Pinnularia acuminata var. carteri";"NA";"PINNULARIA";"Pinnularia acuminata";"PACA";"PACA"
"PANO";"Pinnularia acuminata var. novaezealandica";"NA";"PINNULARIA";"Pinnularia acuminata";"PANO";"PANO"
"PATP";"Pinnularia acuminatopsis";"NA";"PINNULARIA";"Pinnularia acuminatopsis";"PATP";"PATP"
"PACB";"Pinnularia acutobrebissonii";"NA";"PINNULARIA";"Pinnularia acutobrebissonii";"PACB";"PACB"
"PAES";"Pinnularia aestuarii";"NA";"PINNULARIA";"Pinnularia aestuarii";"PAES";"PAES"
"PTBD";"Pinnularia aff.";"NA";"PINNULARIA";"Pinnularia aff.";"PTBD";"PTBD"
"PAGO";"Pinnularia agogoensis";"NA";"PINNULARIA";"Pinnularia agogoensis";"PAGO";"PAGO"
"PALB";"Pinnularia alabamae";"NA";"PINNULARIA";"Pinnularia alabamae";"PALB";"PALB"
"PALD";"Pinnularia aldenii";"NA";"PINNULARIA";"Pinnularia aldenii";"PMOE";"PMOE"
"PAFI";"Pinnularia alfinitoana";"NA";"PINNULARIA";"Pinnularia alfinitoana";"PAFI";"PAFI"
"PALJ";"Pinnularia aljustrelica";"NA";"PINNULARIA";"Pinnularia aljustrelica";"PALJ";"PALJ"
"PALP";"Pinnularia alpina";"NA";"PINNULARIA";"Pinnularia alpina";"PALP";"PALP"
"PALF";"Pinnularia alpiniformis";"NA";"PINNULARIA";"Pinnularia alpiniformis";"PALF";"PALF"
"PIAL";"Pinnularia alta";"NA";"PINNULARIA";"Pinnularia alta";"PIAL";"PIAL"
"PAPL";"Pinnularia altiplanensis";"NA";"PINNULARIA";"Pinnularia altiplanensis";"PAPL";"PAPL"
"PAML";"Pinnularia amabilis";"NA";"PINNULARIA";"Pinnularia amabilis";"PAML";"PAML"
"PAME";"Pinnularia amae";"NA";"PINNULARIA";"Pinnularia amae";"PAME";"PAME"
"PAMN";"Pinnularia amaniana";"NA";"PINNULARIA";"Pinnularia amaniana";"PAMN";"PAMN"
"PAMA";"Pinnularia amazonica";"NA";"PINNULARIA";"Pinnularia amazonica";"PAMA";"PAMA"
"PAMB";"Pinnularia ambigua";"NA";"PINNULARIA";"Pinnularia ambigua";"BAMB";"BAMB"
"PABY";"Pinnularia amblys";"NA";"PINNULARIA";"Pinnularia amblys";"PABY";"PABY"
"PABO";"Pinnularia ambositrana";"NA";"PINNULARIA";"Pinnularia ambositrana";"PABO";"PABO"
"PAMM";"Pinnularia ammerensis";"NA";"PINNULARIA";"Pinnularia ammerensis";"PAMM";"PAMM"
"PAPF";"Pinnularia ampulliformis";"NA";"PINNULARIA";"Pinnularia ampulliformis";"PAPF";"PAPF"
"PAMS";"Pinnularia amsterdamensis";"NA";"PINNULARIA";"Pinnularia amsterdamensis";"PAMS";"PAMS"
"PAMU";"Pinnularia amurensis";"NA";"PINNULARIA";"Pinnularia amurensis";"PAMU";"PAMU"
"PANS";"Pinnularia anassae";"NA";"PINNULARIA";"Pinnularia anassae";"PANS";"PANS"
"PADM";"Pinnularia andama";"NA";"PINNULARIA";"Pinnularia andama";"PADM";"PADM"
"PAND";"Pinnularia andina";"NA";"PINNULARIA";"Pinnularia andina";"PAND";"PAND"
"PIAN";"Pinnularia anglica";"NA";"PINNULARIA";"Pinnularia anglica";"PIAN";"PIAN"
"PAGF";"Pinnularia angliciformis";"NA";"PINNULARIA";"Pinnularia angliciformis";"PAGF";"PAGF"
"PAGT";"Pinnularia angulata";"NA";"PINNULARIA";"Pinnularia angulata";"PAGT";"PAGT"
"PAGL";"Pinnularia angulosa";"NA";"PINNULARIA";"Pinnularia angulosa";"PAGL";"PAGL"
"PAGU";"Pinnularia angusta var. angusta";"NA";"PINNULARIA";"Pinnularia angusta";"PAGU";"PAGU"
"PAGR";"Pinnularia angusta var. rostrata";"NA";"PINNULARIA";"Pinnularia angusta";"PPGL";"PPGL"
"PAMD";"Pinnularia angusta  morphotype 2";"NA";"PINNULARIA";"Pinnularia angusta";"PPGL";"PPGL"
"PAGA";"Pinnularia angustarea";"NA";"PINNULARIA";"Pinnularia angustarea";"PAGA";"PAGA"
